Protein ID,Protein Group,SubGroup,Protein,Entry Name,Gene Names,Protein Length,Coverage,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Unique Stripped Peptides,Summarized Total Spectral Count,Summarized Unique Spectral Count,Summarized Razor Spectral Count,Indistinguishable Proteins
O15084,127,a,sp|O15084|ANR28_HUMAN,ANR28_HUMAN,ANKRD28,1053,11.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,1.0,0.999,9,106,88,106,
O15085,128,a,sp|O15085|ARHGB_HUMAN,ARHGB_HUMAN,ARHGEF11,1522,8.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Rho guanine nucleotide exchange factor 11,1.0,0.999,11,25,25,25,
O15091,129,a,sp|O15091|MRPP3_HUMAN,MRPP3_HUMAN,PRORP,583,19.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitochondrial ribonuclease P catalytic subunit,1.0,0.999,8,79,79,79,
O15111,130,a,sp|O15111|IKKA_HUMAN,IKKA_HUMAN,CHUK,745,6.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Inhibitor of nuclear factor kappa-B kinase subunit alpha,1.0,0.999,4,39,38,39,
O15116,131,a,sp|O15116|LSM1_HUMAN,LSM1_HUMAN,LSM1,133,35.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,U6 snRNA-associated Sm-like protein LSm1,1.0,0.999,4,38,38,38,
O15121,132,a,sp|O15121|DEGS1_HUMAN,DEGS1_HUMAN,DEGS1,323,15.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Sphingolipid delta(4)-desaturase DES1,1.0,0.999,3,31,31,31,
O15126,133,a,sp|O15126|SCAM1_HUMAN,SCAM1_HUMAN,SCAMP1,338,44.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Secretory carrier-associated membrane protein 1,1.0,0.999,12,134,133,133,
O15127,134,a,sp|O15127|SCAM2_HUMAN,SCAM2_HUMAN,SCAMP2,329,16.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Secretory carrier-associated membrane protein 2,1.0,0.999,6,71,71,71,
O15143,135,a,sp|O15143|ARC1B_HUMAN,ARC1B_HUMAN,ARPC1B,372,55.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Actin-related protein 2/3 complex subunit 1B,1.0,0.999,20,347,329,347,
O15144,136,a,sp|O15144|ARPC2_HUMAN,ARPC2_HUMAN,ARPC2,300,81.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Actin-related protein 2/3 complex subunit 2,1.0,0.999,27,580,580,580,
O15145,137,a,sp|O15145|ARPC3_HUMAN,ARPC3_HUMAN,ARPC3,178,61.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Actin-related protein 2/3 complex subunit 3,1.0,0.999,9,169,169,169,
O15155,138,a,sp|O15155|BET1_HUMAN,BET1_HUMAN,BET1,118,24.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,BET1 homolog,1.0,0.999,2,53,53,53,
O15160,139,a,sp|O15160|RPAC1_HUMAN,RPAC1_HUMAN,POLR1C,346,38.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,DNA-directed RNA polymerases I and III subunit RPAC1,1.0,0.999,10,193,193,193,
O15162,140,a,sp|O15162|PLS1_HUMAN,PLS1_HUMAN,PLSCR1,318,16.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Phospholipid scramblase 1,1.0,0.999,4,55,55,55,
O15164,141,a,sp|O15164|TIF1A_HUMAN,TIF1A_HUMAN,TRIM24,1050,12.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transcription intermediary factor 1-alpha,1.0,0.999,9,41,41,41,
O15173,142,a,sp|O15173|PGRC2_HUMAN,PGRC2_HUMAN,PGRMC2,223,25.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Membrane-associated progesterone receptor component 2,1.0,0.999,6,78,78,78,
O15211,143,a,sp|O15211|RGL2_HUMAN,RGL2_HUMAN,RGL2,777,12.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ral guanine nucleotide dissociation stimulator-like 2,1.0,0.999,4,10,10,10,
O15213,144,a,sp|O15213|WDR46_HUMAN,WDR46_HUMAN,WDR46,610,38.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,WD repeat-containing protein 46,1.0,0.999,17,110,110,110,
O15226,145,a,sp|O15226|NKRF_HUMAN,NKRF_HUMAN,NKRF,690,37.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,NF-kappa-B-repressing factor,1.0,0.999,24,201,201,201,
O15228,146,a,sp|O15228|GNPAT_HUMAN,GNPAT_HUMAN,GNPAT,680,16.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Dihydroxyacetone phosphate acyltransferase,1.0,0.999,7,52,52,52,
O15231,147,a,sp|O15231|ZN185_HUMAN,ZN185_HUMAN,ZNF185,689,56.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Zinc finger protein 185,1.0,0.999,32,258,258,258,
O15254,148,a,sp|O15254|ACOX3_HUMAN,ACOX3_HUMAN,ACOX3,700,31.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Peroxisomal acyl-coenzyme A oxidase 3,1.0,0.999,18,143,143,143,
O15258,149,a,sp|O15258|RER1_HUMAN,RER1_HUMAN,RER1,196,28.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein RER1,1.0,0.999,4,54,54,54,
O15260,150,a,sp|O15260|SURF4_HUMAN,SURF4_HUMAN,SURF4,269,27.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Surfeit locus protein 4,1.0,0.999,6,145,145,145,
O15269,151,a,sp|O15269|SPTC1_HUMAN,SPTC1_HUMAN,SPTLC1,473,38.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Serine palmitoyltransferase 1,1.0,0.999,16,255,255,255,
O15294,152,a,sp|O15294|OGT1_HUMAN,OGT1_HUMAN,OGT,1046,32.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,1.0,0.999,27,212,212,212,
O15305,153,a,sp|O15305|PMM2_HUMAN,PMM2_HUMAN,PMM2,246,47.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Phosphomannomutase 2,1.0,0.999,12,197,177,197,
O15321,154,a,sp|O15321|TM9S1_HUMAN,TM9S1_HUMAN,TM9SF1,606,12.4,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Transmembrane 9 superfamily member 1,1.0,0.999,6,71,71,71,
O15344,155,a,sp|O15344|TRI18_HUMAN,TRI18_HUMAN,MID1,667,13.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,E3 ubiquitin-protein ligase Midline-1,1.0,0.999,7,25,25,25,
O15347,156,a,sp|O15347|HMGB3_HUMAN,HMGB3_HUMAN,HMGB3,200,54.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,High mobility group protein B3,1.0,0.999,15,175,171,171,
O15371,157,a,sp|O15371|EIF3D_HUMAN,EIF3D_HUMAN,EIF3D,548,54.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 3 subunit D,1.0,0.999,23,440,440,440,
O15372,158,a,sp|O15372|EIF3H_HUMAN,EIF3H_HUMAN,EIF3H,352,62.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 3 subunit H,1.0,0.999,21,434,434,434,
O15381,159,a,sp|O15381|NVL_HUMAN,NVL_HUMAN,NVL,856,5.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nuclear valosin-containing protein-like,1.0,0.999,4,31,21,21,
O15382,160,a,sp|O15382|BCAT2_HUMAN,BCAT2_HUMAN,BCAT2,392,39.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Branched-chain-amino-acid aminotransferase, mitochondrial",1.0,0.999,12,152,152,152,
O15427,161,a,sp|O15427|MOT4_HUMAN,MOT4_HUMAN,SLC16A3,465,12.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Monocarboxylate transporter 4,1.0,0.999,6,51,51,51,
O15438,162,a,sp|O15438|MRP3_HUMAN,MRP3_HUMAN,ABCC3,1527,7.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Canalicular multispecific organic anion transporter 2,1.0,0.999,8,26,22,22,
O15440,163,a,sp|O15440|MRP5_HUMAN,MRP5_HUMAN,ABCC5,1437,5.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Multidrug resistance-associated protein 5,1.0,0.999,7,8,7,7,
O15460,164,a,sp|O15460|P4HA2_HUMAN,P4HA2_HUMAN,P4HA2,535,29.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Prolyl 4-hydroxylase subunit alpha-2,1.0,0.999,11,83,83,83,
O15498,165,a,sp|O15498|YKT6_HUMAN,YKT6_HUMAN,YKT6,198,71.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Synaptobrevin homolog YKT6,1.0,0.999,14,278,278,278,
O15511,166,a,sp|O15511|ARPC5_HUMAN,ARPC5_HUMAN,ARPC5,151,43.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Actin-related protein 2/3 complex subunit 5,1.0,0.999,7,96,89,96,
O15530,167,a,sp|O15530|PDPK1_HUMAN,PDPK1_HUMAN,PDPK1,556,13.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,3-phosphoinositide-dependent protein kinase 1,1.0,0.999,6,26,5,26,
O15533,168,a,sp|O15533|TPSN_HUMAN,TPSN_HUMAN,TAPBP,448,19.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tapasin,1.0,0.999,5,66,66,66,
O15541,169,a,sp|O15541|R113A_HUMAN,R113A_HUMAN,RNF113A,343,16.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,E3 ubiquitin-protein ligase RNF113A,1.0,0.999,7,16,16,16,
O43143,170,a,sp|O43143|DHX15_HUMAN,DHX15_HUMAN,DHX15,795,49.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,1.0,0.999,39,918,891,918,
O43148,171,a,sp|O43148|MCES_HUMAN,MCES_HUMAN,RNMT,476,35.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,mRNA cap guanine-N7 methyltransferase,1.0,0.999,16,155,155,155,
O43156,172,a,sp|O43156|TTI1_HUMAN,TTI1_HUMAN,TTI1,1089,11.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,TELO2-interacting protein 1 homolog,1.0,0.999,8,72,72,72,
O43159,173,a,sp|O43159|RRP8_HUMAN,RRP8_HUMAN,RRP8,456,20.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ribosomal RNA-processing protein 8,1.0,0.999,5,39,39,39,
O43169,174,a,sp|O43169|CYB5B_HUMAN,CYB5B_HUMAN,CYB5B,150,64.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cytochrome b5 type B,1.0,0.999,7,145,145,145,
O43172,175,a,sp|O43172|PRP4_HUMAN,PRP4_HUMAN,PRPF4,522,38.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,U4/U6 small nuclear ribonucleoprotein Prp4,1.0,0.999,16,236,236,236,
O43175,176,a,sp|O43175|SERA_HUMAN,SERA_HUMAN,PHGDH,533,52.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,D-3-phosphoglycerate dehydrogenase,1.0,0.999,22,383,358,383,
O43181,177,a,sp|O43181|NDUS4_HUMAN,NDUS4_HUMAN,NDUFS4,175,29.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",1.0,0.999,5,50,50,50,
O43237,178,a,sp|O43237|DC1L2_HUMAN,DC1L2_HUMAN,DYNC1LI2,492,48.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cytoplasmic dynein 1 light intermediate chain 2,1.0,0.999,20,328,324,328,
O43242,179,a,sp|O43242|PSMD3_HUMAN,PSMD3_HUMAN,PSMD3,534,66.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,26S proteasome non-ATPase regulatory subunit 3,1.0,0.999,41,909,909,909,
O43252,180,a,sp|O43252|PAPS1_HUMAN,PAPS1_HUMAN,PAPSS1,624,48.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,1.0,0.999,27,367,327,327,
O43264,181,a,sp|O43264|ZW10_HUMAN,ZW10_HUMAN,ZW10,779,21.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Centromere/kinetochore protein zw10 homolog,1.0,0.999,12,97,97,97,
O43278,182,a,sp|O43278|SPIT1_HUMAN,SPIT1_HUMAN,SPINT1,529,10.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Kunitz-type protease inhibitor 1,1.0,0.999,6,35,35,35,
O43290,183,a,sp|O43290|SNUT1_HUMAN,SNUT1_HUMAN,SART1,800,45.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,U4/U6.U5 tri-snRNP-associated protein 1,1.0,0.999,32,353,353,353,
O43292,184,a,sp|O43292|GPAA1_HUMAN,GPAA1_HUMAN,GPAA1,621,7.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Glycosylphosphatidylinositol anchor attachment 1 protein,1.0,0.999,5,24,24,24,
O43294,185,a,sp|O43294|TGFI1_HUMAN,TGFI1_HUMAN,TGFB1I1,461,13.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transforming growth factor beta-1-induced transcript 1 protein,1.0,0.999,4,12,12,12,
O43301,186,a,sp|O43301|HS12A_HUMAN,HS12A_HUMAN,HSPA12A,675,15.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Heat shock 70 kDa protein 12A,1.0,0.999,7,12,12,12,
O43324,187,a,sp|O43324|MCA3_HUMAN,MCA3_HUMAN,EEF1E1,174,60.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Eukaryotic translation elongation factor 1 epsilon-1,1.0,0.999,10,103,103,103,
O43353,188,a,sp|O43353|RIPK2_HUMAN,RIPK2_HUMAN,RIPK2,540,22.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Receptor-interacting serine/threonine-protein kinase 2,1.0,0.999,8,18,18,18,
O43390,189,a,sp|O43390|HNRPR_HUMAN,HNRPR_HUMAN,HNRNPR,633,55.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Heterogeneous nuclear ribonucleoprotein R,1.0,0.999,36,640,477,477,
O43395,190,a,sp|O43395|PRPF3_HUMAN,PRPF3_HUMAN,PRPF3,683,47.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,U4/U6 small nuclear ribonucleoprotein Prp3,1.0,0.999,25,304,304,304,
O43396,191,a,sp|O43396|TXNL1_HUMAN,TXNL1_HUMAN,TXNL1,289,59.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Thioredoxin-like protein 1,1.0,0.999,13,274,274,274,
O43399,192,a,sp|O43399|TPD54_HUMAN,TPD54_HUMAN,TPD52L2,206,78.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tumor protein D54,1.0,0.999,15,220,220,220,
O43402,193,a,sp|O43402|EMC8_HUMAN,EMC8_HUMAN,EMC8,210,22.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,ER membrane protein complex subunit 8,1.0,0.999,4,50,50,50,
O43427,194,a,sp|O43427|FIBP_HUMAN,FIBP_HUMAN,FIBP,364,42.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Acidic fibroblast growth factor intracellular-binding protein,1.0,0.999,11,61,61,61,
O43432,195,a,sp|O43432|IF4G3_HUMAN,IF4G3_HUMAN,EIF4G3,1585,25.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 4 gamma 3,1.0,0.999,39,310,181,197,
O43447,196,a,sp|O43447|PPIH_HUMAN,PPIH_HUMAN,PPIH,177,58.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Peptidyl-prolyl cis-trans isomerase H,1.0,0.999,9,113,113,113,
O43493,197,a,sp|O43493|TGON2_HUMAN,TGON2_HUMAN,TGOLN2,437,7.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Trans-Golgi network integral membrane protein 2,1.0,0.999,3,12,12,12,
O43504,198,a,sp|O43504|LTOR5_HUMAN,LTOR5_HUMAN,LAMTOR5,91,48.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ragulator complex protein LAMTOR5,1.0,0.999,4,38,38,38,
O43505,199,a,sp|O43505|B4GA1_HUMAN,B4GA1_HUMAN,B4GAT1,415,15.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Beta-1,4-glucuronyltransferase 1",1.0,0.999,3,30,30,30,
O43572,200,a,sp|O43572|AKA10_HUMAN,AKA10_HUMAN,AKAP10,662,22.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,"A-kinase anchor protein 10, mitochondrial",1.0,0.999,8,19,19,19,
O43583,201,a,sp|O43583|DENR_HUMAN,DENR_HUMAN,DENR,198,36.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Density-regulated protein,1.0,0.999,8,70,70,70,
O43592,202,a,sp|O43592|XPOT_HUMAN,XPOT_HUMAN,XPOT,962,36.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Exportin-T,1.0,0.999,25,287,287,287,
O43598,203,a,sp|O43598|DNPH1_HUMAN,DNPH1_HUMAN,DNPH1,174,53.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,1.0,0.999,6,72,72,72,
O43615,204,a,sp|O43615|TIM44_HUMAN,TIM44_HUMAN,TIMM44,452,49.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitochondrial import inner membrane translocase subunit TIM44,1.0,0.999,28,486,486,486,
O43617,205,a,sp|O43617|TPPC3_HUMAN,TPPC3_HUMAN,TRAPPC3,180,30.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Trafficking protein particle complex subunit 3,1.0,0.999,5,32,32,32,
O43660,206,a,sp|O43660|PLRG1_HUMAN,PLRG1_HUMAN,PLRG1,514,49.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pleiotropic regulator 1,1.0,0.999,19,215,215,215,
O43676,207,a,sp|O43676|NDUB3_HUMAN,NDUB3_HUMAN,NDUFB3,98,35.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,1.0,0.999,4,69,69,69,
O43684,208,a,sp|O43684|BUB3_HUMAN,BUB3_HUMAN,BUB3,328,46.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitotic checkpoint protein BUB3,1.0,0.999,14,270,270,270,
O43708,209,a,sp|O43708|MAAI_HUMAN,MAAI_HUMAN,GSTZ1,216,50.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Maleylacetoacetate isomerase,1.0,0.999,9,66,66,66,
O43709,210,a,sp|O43709|BUD23_HUMAN,BUD23_HUMAN,BUD23,281,17.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Probable 18S rRNA (guanine-N(7))-methyltransferase,1.0,0.999,4,26,26,26,
O43719,211,a,sp|O43719|HTSF1_HUMAN,HTSF1_HUMAN,HTATSF1,755,37.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,HIV Tat-specific factor 1,1.0,0.999,24,165,165,165,
O43747,212,a,sp|O43747|AP1G1_HUMAN,AP1G1_HUMAN,AP1G1,822,32.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,AP-1 complex subunit gamma-1,1.0,0.999,25,323,312,323,
O43752,213,a,sp|O43752|STX6_HUMAN,STX6_HUMAN,STX6,255,44.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Syntaxin-6,1.0,0.999,7,75,75,75,
O43772,214,a,sp|O43772|MCAT_HUMAN,MCAT_HUMAN,SLC25A20,301,34.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitochondrial carnitine/acylcarnitine carrier protein,1.0,0.999,10,99,99,99,
O43776,215,a,sp|O43776|SYNC_HUMAN,SYNC_HUMAN,NARS,548,46.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Asparagine--tRNA ligase, cytoplasmic",1.0,0.999,29,517,517,517,
O43808,216,a,sp|O43808|PM34_HUMAN,PM34_HUMAN,SLC25A17,307,10.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Peroxisomal membrane protein PMP34,1.0,0.999,2,4,4,4,
O43809,217,a,sp|O43809|CPSF5_HUMAN,CPSF5_HUMAN,NUDT21,227,54.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cleavage and polyadenylation specificity factor subunit 5,1.0,0.999,12,199,199,199,
O43813,218,a,sp|O43813|LANC1_HUMAN,LANC1_HUMAN,LANCL1,399,13.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Glutathione S-transferase LANCL1,1.0,0.999,6,81,81,81,
O43815,219,a,sp|O43815|STRN_HUMAN,STRN_HUMAN,STRN,780,28.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Striatin,1.0,0.999,16,187,171,187,
O43819,220,a,sp|O43819|SCO2_HUMAN,SCO2_HUMAN,SCO2,266,34.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Protein SCO2 homolog, mitochondrial",1.0,0.999,6,72,72,72,
O43823,221,a,sp|O43823|AKAP8_HUMAN,AKAP8_HUMAN,AKAP8,692,23.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,A-kinase anchor protein 8,1.0,0.999,18,198,198,198,
O43824,222,a,sp|O43824|GTPB6_HUMAN,GTPB6_HUMAN,GTPBP6,516,20.5,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Putative GTP-binding protein 6,1.0,0.999,7,38,38,38,
O43837,223,a,sp|O43837|IDH3B_HUMAN,IDH3B_HUMAN,IDH3B,385,48.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",1.0,0.999,18,300,300,300,
O43847,224,a,sp|O43847|NRDC_HUMAN,NRDC_HUMAN,NRDC,1151,26.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nardilysin,1.0,0.999,29,376,376,376,
O43852,225,a,sp|O43852|CALU_HUMAN,CALU_HUMAN,CALU,315,69.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Calumenin,1.0,0.999,22,504,504,504,
O43854,226,a,sp|O43854|EDIL3_HUMAN,EDIL3_HUMAN,EDIL3,480,34.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,EGF-like repeat and discoidin I-like domain-containing protein 3,1.0,0.999,12,49,49,49,
O43865,227,a,sp|O43865|SAHH2_HUMAN,SAHH2_HUMAN,AHCYL1,530,34.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,S-adenosylhomocysteine hydrolase-like protein 1,1.0,0.999,20,513,207,429,
O43913,228,a,sp|O43913|ORC5_HUMAN,ORC5_HUMAN,ORC5,435,24.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Origin recognition complex subunit 5,1.0,0.999,10,57,57,57,
O43920,229,a,sp|O43920|NDUS5_HUMAN,NDUS5_HUMAN,NDUFS5,106,34.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,1.0,0.999,4,32,32,32,
O43924,230,a,sp|O43924|PDE6D_HUMAN,PDE6D_HUMAN,PDE6D,150,25.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",1.0,0.999,3,18,18,18,
O60244,231,a,sp|O60244|MED14_HUMAN,MED14_HUMAN,MED14,1454,8.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mediator of RNA polymerase II transcription subunit 14,1.0,0.999,7,8,8,8,
O60245,232,a,sp|O60245|PCDH7_HUMAN,PCDH7_HUMAN,PCDH7,1069,4.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protocadherin-7,1.0,0.999,4,22,22,22,
O60256,233,a,sp|O60256|KPRB_HUMAN,KPRB_HUMAN,PRPSAP2,369,55.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Phosphoribosyl pyrophosphate synthase-associated protein 2,1.0,0.999,18,347,270,347,
O60279,234,a,sp|O60279|SUSD5_HUMAN,SUSD5_HUMAN,SUSD5,629,10.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Sushi domain-containing protein 5,1.0,0.999,8,42,42,42,
O60294,235,a,sp|O60294|TYW4_HUMAN,TYW4_HUMAN,LCMT2,686,11.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,tRNA wybutosine-synthesizing protein 4,1.0,0.999,5,8,8,8,
O60313,236,a,sp|O60313|OPA1_HUMAN,OPA1_HUMAN,OPA1,960,43.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Dynamin-like 120 kDa protein, mitochondrial",1.0,0.999,37,502,502,502,
O60318,237,a,sp|O60318|GANP_HUMAN,GANP_HUMAN,MCM3AP,1980,4.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Germinal-center associated nuclear protein,1.0,0.999,8,12,12,12,
O60341,238,a,sp|O60341|KDM1A_HUMAN,KDM1A_HUMAN,KDM1A,852,40.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Lysine-specific histone demethylase 1A,1.0,0.999,21,240,240,240,
O60343,239,a,sp|O60343|TBCD4_HUMAN,TBCD4_HUMAN,TBC1D4,1298,16.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,TBC1 domain family member 4,1.0,0.999,17,70,70,70,
O60427,240,a,sp|O60427|FADS1_HUMAN,FADS1_HUMAN,FADS1,444,31.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Acyl-CoA (8-3)-desaturase,1.0,0.999,14,96,96,96,
O60443,241,a,sp|O60443|GSDME_HUMAN,GSDME_HUMAN,GSDME,496,29.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Gasdermin-E,1.0,0.999,10,101,101,101,
O60476,242,a,sp|O60476|MA1A2_HUMAN,MA1A2_HUMAN,MAN1A2,641,33.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",1.0,0.999,16,135,135,135,
O60488,243,a,sp|O60488|ACSL4_HUMAN,ACSL4_HUMAN,ACSL4,711,43.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Long-chain-fatty-acid--CoA ligase 4,1.0,0.999,26,440,401,401,
O60493,244,a,sp|O60493|SNX3_HUMAN,SNX3_HUMAN,SNX3,162,69.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Sorting nexin-3,1.0,0.999,11,123,107,123,
O60499,245,a,sp|O60499|STX10_HUMAN,STX10_HUMAN,STX10,249,47.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Syntaxin-10,1.0,0.999,8,68,68,68,
O60502,246,a,sp|O60502|OGA_HUMAN,OGA_HUMAN,OGA,916,52.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein O-GlcNAcase,1.0,0.999,29,266,266,266,
